,Id,Type,Mode,Text,Valid,Result
576,577,aaa,4,"All plants are flowers. 
All flowers are roses. 
Therefore, all roses are plants. ",No,0
577,578,aaa,4,"All warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
578,579,aaa,4,"All mortals are people. 
All people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
579,580,aae,4,"All plants are flowers. 
All flowers are roses. 
Therefore, no roses are plants. ",No,0
580,581,aae,4,"All warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
581,582,aae,4,"All mortals are people. 
All people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
582,583,aai,4,"All plants are flowers. 
All flowers are roses. 
Therefore, some roses are plants. ",Yes,1
583,584,aai,4,"All warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",Yes,1
584,585,aai,4,"All mortals are people. 
All people are Greeks. 
Therefore, some Greeks are mortals. ",Yes,1
585,586,aao,4,"All plants are flowers. 
All flowers are roses. 
Therefore, some roses are not plants. ",No,0
586,587,aao,4,"All warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
587,588,aao,4,"All mortals are people. 
All people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
588,589,aea,4,"All plants are flowers. 
No flowers are roses. 
Therefore, all roses are plants. ",No,0
589,590,aea,4,"All warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
590,591,aea,4,"All mortals are people. 
No people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
591,592,aee,4,"All plants are flowers. 
No flowers are roses. 
Therefore, no roses are plants. ",Yes,1
592,593,aee,4,"All warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",Yes,1
593,594,aee,4,"All mortals are people. 
No people are Greeks. 
Therefore, no Greeks are mortals. ",Yes,1
594,595,aei,4,"All plants are flowers. 
No flowers are roses. 
Therefore, some roses are plants. ",No,0
595,596,aei,4,"All warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
596,597,aei,4,"All mortals are people. 
No people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
597,598,aeo,4,"All plants are flowers. 
No flowers are roses. 
Therefore, some roses are not plants. ",Yes,1
598,599,aeo,4,"All warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",Yes,1
599,600,aeo,4,"All mortals are people. 
No people are Greeks. 
Therefore, some Greeks are not mortals. ",Yes,1
600,601,aia,4,"All plants are flowers. 
Some flowers are roses. 
Therefore, all roses are plants. ",No,0
601,602,aia,4,"All warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
602,603,aia,4,"All mortals are people. 
Some people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
603,604,aie,4,"All plants are flowers. 
Some flowers are roses. 
Therefore, no roses are plants. ",No,0
604,605,aie,4,"All warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
605,606,aie,4,"All mortals are people. 
Some people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
606,607,aii,4,"All plants are flowers. 
Some flowers are roses. 
Therefore, some roses are plants. ",No,0
607,608,aii,4,"All warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
608,609,aii,4,"All mortals are people. 
Some people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
609,610,aio,4,"All plants are flowers. 
Some flowers are roses. 
Therefore, some roses are not plants. ",No,0
610,611,aio,4,"All warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
611,612,aio,4,"All mortals are people. 
Some people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
612,613,aoa,4,"All plants are flowers. 
Some flowers are not roses. 
Therefore, all roses are plants. ",No,0
613,614,aoa,4,"All warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
614,615,aoa,4,"All mortals are people. 
Some people are not Greeks. 
Therefore, all Greeks are mortals. ",No,0
615,616,aoe,4,"All plants are flowers. 
Some flowers are not roses. 
Therefore, no roses are plants. ",No,0
616,617,aoe,4,"All warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
617,618,aoe,4,"All mortals are people. 
Some people are not Greeks. 
Therefore, no Greeks are mortals. ",No,0
618,619,aoi,4,"All plants are flowers. 
Some flowers are not roses. 
Therefore, some roses are plants. ",No,0
619,620,aoi,4,"All warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
620,621,aoi,4,"All mortals are people. 
Some people are not Greeks. 
Therefore, some Greeks are mortals. ",No,0
621,622,aoo,4,"All plants are flowers. 
Some flowers are not roses. 
Therefore, some roses are not plants. ",No,0
622,623,aoo,4,"All warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
623,624,aoo,4,"All mortals are people. 
Some people are not Greeks. 
Therefore, some Greeks are not mortals. ",No,0
624,625,eaa,4,"No plants are flowers. 
All flowers are roses. 
Therefore, all roses are plants. ",No,0
625,626,eaa,4,"No warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
626,627,eaa,4,"No mortals are people. 
All people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
627,628,eae,4,"No plants are flowers. 
All flowers are roses. 
Therefore, no roses are plants. ",No,0
628,629,eae,4,"No warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
629,630,eae,4,"No mortals are people. 
All people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
630,631,eai,4,"No plants are flowers. 
All flowers are roses. 
Therefore, some roses are plants. ",No,0
631,632,eai,4,"No warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
632,633,eai,4,"No mortals are people. 
All people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
633,634,eao,4,"No plants are flowers. 
All flowers are roses. 
Therefore, some roses are not plants. ",Yes,1
634,635,eao,4,"No warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",Yes,1
635,636,eao,4,"No mortals are people. 
All people are Greeks. 
Therefore, some Greeks are not mortals. ",Yes,1
636,637,eea,4,"No plants are flowers. 
No flowers are roses. 
Therefore, all roses are plants. ",No,0
637,638,eea,4,"No warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
638,639,eea,4,"No mortals are people. 
No people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
639,640,eee,4,"No plants are flowers. 
No flowers are roses. 
Therefore, no roses are plants. ",No,0
640,641,eee,4,"No warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
641,642,eee,4,"No mortals are people. 
No people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
642,643,eei,4,"No plants are flowers. 
No flowers are roses. 
Therefore, some roses are plants. ",No,0
643,644,eei,4,"No warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
644,645,eei,4,"No mortals are people. 
No people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
645,646,eeo,4,"No plants are flowers. 
No flowers are roses. 
Therefore, some roses are not plants. ",No,0
646,647,eeo,4,"No warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
647,648,eeo,4,"No mortals are people. 
No people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
648,649,eia,4,"No plants are flowers. 
Some flowers are roses. 
Therefore, all roses are plants. ",No,0
649,650,eia,4,"No warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
650,651,eia,4,"No mortals are people. 
Some people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
651,652,eie,4,"No plants are flowers. 
Some flowers are roses. 
Therefore, no roses are plants. ",No,0
652,653,eie,4,"No warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
653,654,eie,4,"No mortals are people. 
Some people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
654,655,eii,4,"No plants are flowers. 
Some flowers are roses. 
Therefore, some roses are plants. ",No,0
655,656,eii,4,"No warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
656,657,eii,4,"No mortals are people. 
Some people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
657,658,eio,4,"No plants are flowers. 
Some flowers are roses. 
Therefore, some roses are not plants. ",Yes,1
658,659,eio,4,"No warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",Yes,1
659,660,eio,4,"No mortals are people. 
Some people are Greeks. 
Therefore, some Greeks are not mortals. ",Yes,1
660,661,eoa,4,"No plants are flowers. 
Some flowers are not roses. 
Therefore, all roses are plants. ",No,0
661,662,eoa,4,"No warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
662,663,eoa,4,"No mortals are people. 
Some people are not Greeks. 
Therefore, all Greeks are mortals. ",No,0
663,664,eoe,4,"No plants are flowers. 
Some flowers are not roses. 
Therefore, no roses are plants. ",No,0
664,665,eoe,4,"No warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
665,666,eoe,4,"No mortals are people. 
Some people are not Greeks. 
Therefore, no Greeks are mortals. ",No,0
666,667,eoi,4,"No plants are flowers. 
Some flowers are not roses. 
Therefore, some roses are plants. ",No,0
667,668,eoi,4,"No warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
668,669,eoi,4,"No mortals are people. 
Some people are not Greeks. 
Therefore, some Greeks are mortals. ",No,0
669,670,eoo,4,"No plants are flowers. 
Some flowers are not roses. 
Therefore, some roses are not plants. ",No,0
670,671,eoo,4,"No warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
671,672,eoo,4,"No mortals are people. 
Some people are not Greeks. 
Therefore, some Greeks are not mortals. ",No,0
672,673,iaa,4,"Some plants are flowers. 
All flowers are roses. 
Therefore, all roses are plants. ",No,0
673,674,iaa,4,"Some warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
674,675,iaa,4,"Some mortals are people. 
All people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
675,676,iae,4,"Some plants are flowers. 
All flowers are roses. 
Therefore, no roses are plants. ",No,0
676,677,iae,4,"Some warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
677,678,iae,4,"Some mortals are people. 
All people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
678,679,iai,4,"Some plants are flowers. 
All flowers are roses. 
Therefore, some roses are plants. ",Yes,1
679,680,iai,4,"Some warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",Yes,1
680,681,iai,4,"Some mortals are people. 
All people are Greeks. 
Therefore, some Greeks are mortals. ",Yes,1
681,682,iao,4,"Some plants are flowers. 
All flowers are roses. 
Therefore, some roses are not plants. ",No,0
682,683,iao,4,"Some warm-blooded animals are mammals. 
All mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
683,684,iao,4,"Some mortals are people. 
All people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
684,685,iea,4,"Some plants are flowers. 
No flowers are roses. 
Therefore, all roses are plants. ",No,0
685,686,iea,4,"Some warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
686,687,iea,4,"Some mortals are people. 
No people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
687,688,iee,4,"Some plants are flowers. 
No flowers are roses. 
Therefore, no roses are plants. ",No,0
688,689,iee,4,"Some warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
689,690,iee,4,"Some mortals are people. 
No people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
690,691,iei,4,"Some plants are flowers. 
No flowers are roses. 
Therefore, some roses are plants. ",No,0
691,692,iei,4,"Some warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
692,693,iei,4,"Some mortals are people. 
No people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
693,694,ieo,4,"Some plants are flowers. 
No flowers are roses. 
Therefore, some roses are not plants. ",No,0
694,695,ieo,4,"Some warm-blooded animals are mammals. 
No mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
695,696,ieo,4,"Some mortals are people. 
No people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
696,697,iia,4,"Some plants are flowers. 
Some flowers are roses. 
Therefore, all roses are plants. ",No,0
697,698,iia,4,"Some warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
698,699,iia,4,"Some mortals are people. 
Some people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
699,700,iie,4,"Some plants are flowers. 
Some flowers are roses. 
Therefore, no roses are plants. ",No,0
700,701,iie,4,"Some warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
701,702,iie,4,"Some mortals are people. 
Some people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
702,703,iii,4,"Some plants are flowers. 
Some flowers are roses. 
Therefore, some roses are plants. ",No,0
703,704,iii,4,"Some warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
704,705,iii,4,"Some mortals are people. 
Some people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
705,706,iio,4,"Some plants are flowers. 
Some flowers are roses. 
Therefore, some roses are not plants. ",No,0
706,707,iio,4,"Some warm-blooded animals are mammals. 
Some mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
707,708,iio,4,"Some mortals are people. 
Some people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
708,709,ioa,4,"Some plants are flowers. 
Some flowers are not roses. 
Therefore, all roses are plants. ",No,0
709,710,ioa,4,"Some warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
710,711,ioa,4,"Some mortals are people. 
Some people are not Greeks. 
Therefore, all Greeks are mortals. ",No,0
711,712,ioe,4,"Some plants are flowers. 
Some flowers are not roses. 
Therefore, no roses are plants. ",No,0
712,713,ioe,4,"Some warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
713,714,ioe,4,"Some mortals are people. 
Some people are not Greeks. 
Therefore, no Greeks are mortals. ",No,0
714,715,ioi,4,"Some plants are flowers. 
Some flowers are not roses. 
Therefore, some roses are plants. ",No,0
715,716,ioi,4,"Some warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
716,717,ioi,4,"Some mortals are people. 
Some people are not Greeks. 
Therefore, some Greeks are mortals. ",No,0
717,718,ioo,4,"Some plants are flowers. 
Some flowers are not roses. 
Therefore, some roses are not plants. ",No,0
718,719,ioo,4,"Some warm-blooded animals are mammals. 
Some mammals are not dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
719,720,ioo,4,"Some mortals are people. 
Some people are not Greeks. 
Therefore, some Greeks are not mortals. ",No,0
720,721,oaa,4,"Some plants are not flowers. 
All flowers are roses. 
Therefore, all roses are plants. ",No,0
721,722,oaa,4,"Some warm-blooded animals are not mammals. 
All mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
722,723,oaa,4,"Some mortals are not people. 
All people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
723,724,oae,4,"Some plants are not flowers. 
All flowers are roses. 
Therefore, no roses are plants. ",No,0
724,725,oae,4,"Some warm-blooded animals are not mammals. 
All mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
725,726,oae,4,"Some mortals are not people. 
All people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
726,727,oai,4,"Some plants are not flowers. 
All flowers are roses. 
Therefore, some roses are plants. ",No,0
727,728,oai,4,"Some warm-blooded animals are not mammals. 
All mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
728,729,oai,4,"Some mortals are not people. 
All people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
729,730,oao,4,"Some plants are not flowers. 
All flowers are roses. 
Therefore, some roses are not plants. ",No,0
730,731,oao,4,"Some warm-blooded animals are not mammals. 
All mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
731,732,oao,4,"Some mortals are not people. 
All people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
732,733,oea,4,"Some plants are not flowers. 
No flowers are roses. 
Therefore, all roses are plants. ",No,0
733,734,oea,4,"Some warm-blooded animals are not mammals. 
No mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
734,735,oea,4,"Some mortals are not people. 
No people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
735,736,oee,4,"Some plants are not flowers. 
No flowers are roses. 
Therefore, no roses are plants. ",No,0
736,737,oee,4,"Some warm-blooded animals are not mammals. 
No mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
737,738,oee,4,"Some mortals are not people. 
No people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
738,739,oei,4,"Some plants are not flowers. 
No flowers are roses. 
Therefore, some roses are plants. ",No,0
739,740,oei,4,"Some warm-blooded animals are not mammals. 
No mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
740,741,oei,4,"Some mortals are not people. 
No people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
741,742,oeo,4,"Some plants are not flowers. 
No flowers are roses. 
Therefore, some roses are not plants. ",No,0
742,743,oeo,4,"Some warm-blooded animals are not mammals. 
No mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
743,744,oeo,4,"Some mortals are not people. 
No people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
744,745,oia,4,"Some plants are not flowers. 
Some flowers are roses. 
Therefore, all roses are plants. ",No,0
745,746,oia,4,"Some warm-blooded animals are not mammals. 
Some mammals are dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
746,747,oia,4,"Some mortals are not people. 
Some people are Greeks. 
Therefore, all Greeks are mortals. ",No,0
747,748,oie,4,"Some plants are not flowers. 
Some flowers are roses. 
Therefore, no roses are plants. ",No,0
748,749,oie,4,"Some warm-blooded animals are not mammals. 
Some mammals are dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
749,750,oie,4,"Some mortals are not people. 
Some people are Greeks. 
Therefore, no Greeks are mortals. ",No,0
750,751,oii,4,"Some plants are not flowers. 
Some flowers are roses. 
Therefore, some roses are plants. ",No,0
751,752,oii,4,"Some warm-blooded animals are not mammals. 
Some mammals are dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
752,753,oii,4,"Some mortals are not people. 
Some people are Greeks. 
Therefore, some Greeks are mortals. ",No,0
753,754,oio,4,"Some plants are not flowers. 
Some flowers are roses. 
Therefore, some roses are not plants. ",No,0
754,755,oio,4,"Some warm-blooded animals are not mammals. 
Some mammals are dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
755,756,oio,4,"Some mortals are not people. 
Some people are Greeks. 
Therefore, some Greeks are not mortals. ",No,0
756,757,ooa,4,"Some plants are not flowers. 
Some flowers are not roses. 
Therefore, all roses are plants. ",No,0
757,758,ooa,4,"Some warm-blooded animals are not mammals. 
Some mammals are not dogs. 
Therefore, all dogs are warm-blooded animals. ",No,0
758,759,ooa,4,"Some mortals are not people. 
Some people are not Greeks. 
Therefore, all Greeks are mortals. ",No,0
759,760,ooe,4,"Some plants are not flowers. 
Some flowers are not roses. 
Therefore, no roses are plants. ",No,0
760,761,ooe,4,"Some warm-blooded animals are not mammals. 
Some mammals are not dogs. 
Therefore, no dogs are warm-blooded animals. ",No,0
761,762,ooe,4,"Some mortals are not people. 
Some people are not Greeks. 
Therefore, no Greeks are mortals. ",No,0
762,763,ooi,4,"Some plants are not flowers. 
Some flowers are not roses. 
Therefore, some roses are plants. ",No,0
763,764,ooi,4,"Some warm-blooded animals are not mammals. 
Some mammals are not dogs. 
Therefore, some dogs are warm-blooded animals. ",No,0
764,765,ooi,4,"Some mortals are not people. 
Some people are not Greeks. 
Therefore, some Greeks are mortals. ",No,0
765,766,ooo,4,"Some plants are not flowers. 
Some flowers are not roses. 
Therefore, some roses are not plants. ",No,0
766,767,ooo,4,"Some warm-blooded animals are not mammals. 
Some mammals are not dogs. 
Therefore, some dogs are not warm-blooded animals. ",No,0
767,768,ooo,4,"Some mortals are not people. 
Some people are not Greeks. 
Therefore, some Greeks are not mortals. ",No,0
